thread,time_us,cycles
0,3.796,37903179501768
0,3.816,37903179501894
0,3.836,37903179501978
0,3.866,37903179502062
0,3.886,37903179502188
0,3.916,37903179502272
0,3.936,37903179502398
0,3.966,37903179502482
0,3.996,37903179502608
0,4.016,37903179502734
0,4.046,37903179502818
0,4.066,37903179502944
0,4.086,37903179503028
0,4.116,37903179503112
0,4.146,37903179503238
0,4.166,37903179503364
0,4.196,37903179503490
0,4.226,37903179503574
0,4.256,37903179503700
0,4.276,37903179503826
0,4.366,37903179504162
0,4.396,37903179504288
0,4.416,37903179504373
0,4.436,37903179504498
0,4.466,37903179504624
0,4.496,37903179504708
0,4.516,37903179504834
0,4.536,37903179504918
0,4.566,37903179505002
0,4.596,37903179505128
0,4.616,37903179505254
0,4.646,37903179505338
0,4.676,37903179505464
0,4.696,37903179505549
0,4.726,37903179505674
0,4.746,37903179505800
0,4.776,37903179505884
0,4.796,37903179506010
0,4.826,37903179506094
0,4.856,37903179506220
0,4.876,37903179506305
0,4.906,37903179506430
0,4.926,37903179506556
0,4.956,37903179506640
0,4.976,37903179506766
0,5.006,37903179506850
0,5.036,37903179506976
0,5.056,37903179507102
0,5.086,37903179507186
0,5.106,37903179507312
0,5.136,37903179507438
0,5.156,37903179507522
0,5.186,37903179507606
0,5.206,37903179507732
0,5.236,37903179507816
0,5.266,37903179507942
0,5.296,37903179508068
0,5.316,37903179508194
0,5.346,37903179508320
0,5.376,37903179508404
0,5.406,37903179508530
0,5.426,37903179508615
0,5.456,37903179508740
0,5.476,37903179508866
0,5.506,37903179508950
0,5.536,37903179509076
0,5.556,37903179509202
0,5.586,37903179509286
0,5.616,37903179509412
0,5.636,37903179509538
0,5.666,37903179509622
0,5.716,37903179509748
0,5.736,37903179509917
0,5.766,37903179510042
0,5.786,37903179510168
0,5.816,37903179510252
0,5.836,37903179510378
0,5.856,37903179510462
0,5.886,37903179510546
0,5.916,37903179510672
0,5.936,37903179510798
0,5.966,37903179510882
0,5.996,37903179511008
0,6.016,37903179511134
0,6.046,37903179511218
0,6.066,37903179511344
0,6.096,37903179511428
0,6.116,37903179511554
0,6.146,37903179511638
0,6.176,37903179511764
0,6.196,37903179511890
0,6.226,37903179511974
0,6.246,37903179512100
0,6.276,37903179512184
0,6.296,37903179512310
0,6.326,37903179512394
0,6.356,37903179512520
0,6.376,37903179512646
0,6.406,37903179512730
0,6.426,37903179512856
0,6.456,37903179512940
0,6.486,37903179513066
0,6.506,37903179513192
0,6.536,37903179513276
0,6.556,37903179513402
0,6.586,37903179513486
0,6.606,37903179513612
0,6.636,37903179513696
0,6.666,37903179513822
0,6.686,37903179513948
0,6.716,37903179514032
0,6.736,37903179514158
0,6.766,37903179514242
0,6.796,37903179514368
0,6.816,37903179514494
0,6.846,37903179514620
0,6.876,37903179514704
0,6.906,37903179514830
0,6.926,37903179514956
0,6.956,37903179515040
0,6.976,37903179515166
0,7.006,37903179515292
0,7.036,37903179515376
0,7.066,37903179515502
0,7.086,37903179515628
0,7.116,37903179515712
0,7.136,37903179515838
0,7.166,37903179515922
0,7.196,37903179516048
0,7.216,37903179516174
0,7.236,37903179516258
0,7.266,37903179516342
0,7.286,37903179516468
0,7.316,37903179516552
0,7.346,37903179516678
0,7.366,37903179516804
0,7.396,37903179516888
0,7.416,37903179517014
0,7.446,37903179517098
0,7.476,37903179517224
0,7.496,37903179517350
0,7.526,37903179517434
0,7.546,37903179517560
0,7.576,37903179517644
0,7.606,37903179517770
0,7.626,37903179517896
0,7.656,37903179517980
0,7.676,37903179518106
0,7.706,37903179518190
0,7.726,37903179518316
0,7.756,37903179518400
0,7.786,37903179518526
0,7.806,37903179518652
0,7.836,37903179518736
0,7.856,37903179518862
0,7.886,37903179518946
0,7.906,37903179519031
0,7.936,37903179519156
0,7.956,37903179519282
0,7.986,37903179519366
0,8.016,37903179519492
0,8.036,37903179519618
0,8.066,37903179519702
0,8.096,37903179519828
0,8.116,37903179519954
0,8.146,37903179520038
0,8.166,37903179520164
0,8.196,37903179520248
0,8.226,37903179520374
0,8.246,37903179520500
0,8.276,37903179520584
0,8.296,37903179520710
0,8.326,37903179520794
0,8.346,37903179520920
0,8.376,37903179521004
0,8.406,37903179521130
0,8.426,37903179521256
0,8.456,37903179521340
0,8.476,37903179521466
0,8.506,37903179521550
0,8.526,37903179521676
0,8.556,37903179521760
0,8.576,37903179521886
0,8.606,37903179521970
0,8.636,37903179522096
0,8.656,37903179522222
0,8.686,37903179522306
0,8.716,37903179522432
0,8.736,37903179522558
0,8.766,37903179522642
0,8.796,37903179522768
0,8.816,37903179522894
0,8.846,37903179522978
0,8.866,37903179523104
0,8.896,37903179523188
0,8.916,37903179523314
0,8.946,37903179523398
0,8.966,37903179523524
0,8.996,37903179523608
0,9.016,37903179523734
0,9.046,37903179523818
0,9.076,37903179523944
0,9.096,37903179524070
0,9.126,37903179524154
0,9.156,37903179524280
0,9.186,37903179524406
0,9.206,37903179524532
0,9.236,37903179524616
0,9.256,37903179524742
0,9.286,37903179524826
0,9.316,37903179524952
0,9.336,37903179525037
0,9.356,37903179525162
0,9.386,37903179525246
0,9.406,37903179525372
0,9.436,37903179525498
0,9.466,37903179525582
0,9.486,37903179525708
0,9.516,37903179525792
0,9.546,37903179525918
0,9.566,37903179526044
0,9.596,37903179526128
0,9.616,37903179526254
0,9.646,37903179526338
0,9.666,37903179526464
0,9.696,37903179526590
0,9.726,37903179526674
0,9.746,37903179526759
0,9.776,37903179526884
0,9.816,37903179527010
0,9.846,37903179527178
0,9.866,37903179527304
0,9.896,37903179527388
0,9.916,37903179527514
0,9.946,37903179527598
0,9.966,37903179527724
0,9.996,37903179527808
0,10.016,37903179527934
0,10.046,37903179528018
0,10.076,37903179528144
0,10.096,37903179528229
0,10.126,37903179528354
0,10.146,37903179528480
0,10.176,37903179528564
0,10.256,37903179528942
0,10.286,37903179529026
0,10.316,37903179529152
0,10.336,37903179529278
0,10.366,37903179529362
0,10.386,37903179529488
0,10.416,37903179529572
0,10.436,37903179529698
0,10.466,37903179529782
0,10.496,37903179529908
0,10.516,37903179530034
0,10.546,37903179530118
0,10.566,37903179530244
0,10.596,37903179530328
0,10.626,37903179530454
0,10.646,37903179530580
0,10.676,37903179530664
0,10.696,37903179530790
0,10.726,37903179530874
0,10.756,37903179531000
0,10.776,37903179531126
0,10.806,37903179531210
0,10.826,37903179531336
0,10.856,37903179531420
0,10.946,37903179531798
0,10.966,37903179531924
0,10.996,37903179532008
0,11.026,37903179532134
0,11.046,37903179532260
0,11.076,37903179532344
0,11.096,37903179532470
0,11.126,37903179532554
0,11.146,37903179532680
0,11.176,37903179532764
0,11.206,37903179532890
0,11.226,37903179533016
0,11.256,37903179533100
0,11.286,37903179533226
0,11.306,37903179533352
0,11.336,37903179533436
0,11.366,37903179533562
0,11.386,37903179533688
0,11.416,37903179533772
0,11.436,37903179533898
0,11.466,37903179533982
0,11.496,37903179534108
0,11.516,37903179534234
0,11.546,37903179534318
0,11.576,37903179534444
0,11.596,37903179534570
0,11.626,37903179534654
0,11.656,37903179534780
0,11.676,37903179534906
0,11.706,37903179534990
0,11.726,37903179535116
0,11.756,37903179535200
0,11.786,37903179535326
0,11.806,37903179535452
0,11.836,37903179535536
0,11.856,37903179535662
0,11.886,37903179535746
0,11.916,37903179535872
0,11.936,37903179535998
0,11.966,37903179536124
0,11.996,37903179536208
0,12.026,37903179536334
0,12.046,37903179536460
0,12.076,37903179536544
0,12.096,37903179536670
0,12.126,37903179536796
0,12.156,37903179536880
0,12.186,37903179537006
0,12.206,37903179537132
0,12.236,37903179537216
0,12.256,37903179537342
0,12.286,37903179537426
0,12.306,37903179537552
0,12.336,37903179537636
0,12.366,37903179537762
0,12.386,37903179537888
0,12.416,37903179537972
0,12.436,37903179538098
0,12.466,37903179538182
0,12.496,37903179538308
0,12.516,37903179538434
0,12.546,37903179538518
0,12.566,37903179538644
0,12.596,37903179538728
0,12.646,37903179538854
0,12.676,37903179539064
0,12.696,37903179539190
0,12.726,37903179539274
0,12.746,37903179539400
0,12.776,37903179539484
0,12.806,37903179539610
0,12.826,37903179539736
0,12.856,37903179539820
0,12.876,37903179539905
0,12.906,37903179540030
0,12.926,37903179540156
0,12.956,37903179540282
0,12.986,37903179540366
0,13.016,37903179540492
0,13.046,37903179540618
0,13.066,37903179540744
0,13.096,37903179540828
0,13.116,37903179540954
0,13.146,37903179541038
0,13.176,37903179541164
0,13.196,37903179541290
0,13.226,37903179541416
0,13.256,37903179541500
0,13.286,37903179541626
0,13.306,37903179541752
0,13.336,37903179541878
0,13.366,37903179541962
0,13.396,37903179542088
0,13.416,37903179542214
0,13.446,37903179542298
0,13.476,37903179542424
0,13.506,37903179542550
0,13.536,37903179542676
0,13.556,37903179542802
0,13.576,37903179542886
0,13.606,37903179543012
0,13.636,37903179543096
0,13.666,37903179543222
0,13.686,37903179543348
0,13.716,37903179543474
0,13.746,37903179543558
0,13.776,37903179543684
0,13.806,37903179543810
0,13.826,37903179543895
0,13.856,37903179544020
0,13.886,37903179544146
0,13.906,37903179544272
0,13.996,37903179544608
0,14.016,37903179544734
0,14.046,37903179544818
0,14.066,37903179544944
0,14.096,37903179545028
0,14.126,37903179545154
0,14.146,37903179545280
0,14.176,37903179545364
0,14.206,37903179545490
0,14.236,37903179545616
0,14.256,37903179545742
0,14.286,37903179545868
0,14.306,37903179545952
0,14.336,37903179546078
0,14.366,37903179546162
0,14.396,37903179546288
0,14.416,37903179546414
0,14.446,37903179546540
0,14.476,37903179546624
0,14.506,37903179546750
0,14.526,37903179546876
0,14.556,37903179546960
0,14.576,37903179547086
0,14.606,37903179547170
0,14.636,37903179547296
0,14.666,37903179547422
0,14.686,37903179547548
0,14.716,37903179547632
0,14.736,37903179547758
0,14.766,37903179547842
0,14.786,37903179547968
0,14.816,37903179548052
0,14.836,37903179548178
0,14.866,37903179548262
0,14.886,37903179548388
0,14.916,37903179548472
0,14.946,37903179548598
0,14.966,37903179548724
0,14.996,37903179548808
0,15.016,37903179548934
0,15.046,37903179549018
0,15.066,37903179549144
0,15.096,37903179549228
0,15.116,37903179549354
0,15.146,37903179549438
0,15.176,37903179549564
0,15.196,37903179549690
0,15.226,37903179549774
0,15.256,37903179549900
0,15.276,37903179549985
0,15.306,37903179550110
0,15.336,37903179550236
0,15.356,37903179550362
0,15.386,37903179550446
0,15.416,37903179550572
0,15.436,37903179550698
0,15.466,37903179550782
0,15.496,37903179550908
0,15.516,37903179550993
0,15.536,37903179551118
0,15.566,37903179551202
0,15.586,37903179551328
0,15.616,37903179551454
0,15.646,37903179551538
0,15.676,37903179551664
0,15.696,37903179551790
0,15.726,37903179551874
0,15.746,37903179552000
0,15.776,37903179552084
0,15.796,37903179552210
0,15.826,37903179552294
0,15.846,37903179552420
0,15.876,37903179552504
0,15.896,37903179552630
0,15.926,37903179552714
0,15.956,37903179552840
1,0.016,37903179485892
1,0.036,37903179486018
1,0.066,37903179486102
1,0.086,37903179486228
1,0.116,37903179486312
1,0.136,37903179486438
1,0.166,37903179486522
1,0.186,37903179486648
1,0.216,37903179486732
1,0.236,37903179486858
1,0.266,37903179486942
1,0.286,37903179487068
1,0.316,37903179487152
1,0.336,37903179487278
1,0.366,37903179487362
1,0.386,37903179487488
1,0.416,37903179487572
1,0.436,37903179487698
1,0.466,37903179487782
1,0.496,37903179487908
1,0.516,37903179487993
1,0.546,37903179488118
1,0.566,37903179488244
1,0.596,37903179488328
1,0.616,37903179488454
1,0.646,37903179488538
1,0.666,37903179488664
1,0.696,37903179488748
1,0.716,37903179488874
1,0.746,37903179488958
1,0.766,37903179489084
1,0.796,37903179489168
1,0.816,37903179489294
1,0.846,37903179489378
1,0.866,37903179489504
1,0.896,37903179489588
1,0.916,37903179489714
1,0.946,37903179489798
1,0.966,37903179489924
1,0.996,37903179490008
1,1.026,37903179490134
1,1.046,37903179490260
1,1.076,37903179490344
1,1.106,37903179490470
1,1.126,37903179490555
1,1.146,37903179490680
1,1.176,37903179490806
1,1.206,37903179490890
1,1.226,37903179491016
1,1.246,37903179491100
1,1.276,37903179491184
1,1.306,37903179491310
1,1.326,37903179491436
1,1.356,37903179491520
1,1.376,37903179491646
1,1.406,37903179491730
1,1.426,37903179491856
1,1.456,37903179491940
1,1.476,37903179492066
1,1.506,37903179492150
1,1.526,37903179492276
1,1.556,37903179492360
1,1.586,37903179492486
1,1.606,37903179492612
1,1.636,37903179492696
1,1.656,37903179492822
1,1.686,37903179492906
1,1.706,37903179493032
1,1.736,37903179493116
1,1.756,37903179493242
1,1.786,37903179493326
1,1.806,37903179493452
1,1.836,37903179493536
1,1.856,37903179493662
1,1.886,37903179493746
1,1.906,37903179493872
1,1.936,37903179493956
1,1.956,37903179494082
1,1.986,37903179494166
1,2.006,37903179494292
1,2.036,37903179494376
1,2.056,37903179494502
1,2.086,37903179494586
1,2.106,37903179494712
1,2.136,37903179494796
1,2.156,37903179494922
1,2.186,37903179495006
1,2.216,37903179495132
1,2.236,37903179495217
1,2.266,37903179495342
1,2.286,37903179495468
1,2.316,37903179495552
1,2.336,37903179495678
1,2.366,37903179495762
1,2.386,37903179495888
1,2.416,37903179495972
1,2.436,37903179496098
1,2.466,37903179496182
1,2.486,37903179496308
1,2.516,37903179496392
1,2.536,37903179496518
1,2.566,37903179496602
1,2.586,37903179496728
1,2.616,37903179496812
1,2.636,37903179496938
1,2.666,37903179497022
1,2.686,37903179497148
1,2.716,37903179497232
1,2.746,37903179497358
1,2.766,37903179497443
1,2.796,37903179497568
1,2.816,37903179497694
1,2.846,37903179497778
1,2.866,37903179497904
1,2.896,37903179497988
1,2.916,37903179498114
1,2.946,37903179498198
1,2.966,37903179498324
1,2.996,37903179498408
1,3.016,37903179498534
1,3.046,37903179498618
1,3.066,37903179498744
1,3.096,37903179498828
1,3.116,37903179498954
1,3.146,37903179499038
1,3.166,37903179499164
1,3.196,37903179499248
1,3.216,37903179499374
1,3.246,37903179499458
1,3.266,37903179499584
1,3.296,37903179499668
1,3.316,37903179499794
1,3.346,37903179499920
1,3.366,37903179500004
1,3.396,37903179500088
1,3.426,37903179500214
1,3.446,37903179500299
1,3.476,37903179500424
1,3.496,37903179500550
1,3.526,37903179500634
1,3.546,37903179500760
1,3.576,37903179500844
1,3.596,37903179500970
1,3.626,37903179501054
1,3.646,37903179501180
1,3.676,37903179501264
1,3.696,37903179501390
1,3.726,37903179501474
1,3.746,37903179501600
1,3.776,37903179501684
1,3.796,37903179501810
1,3.826,37903179501894
1,3.846,37903179502020
1,3.876,37903179502104
1,3.906,37903179502230
1,3.926,37903179502315
1,3.956,37903179502440
1,3.976,37903179502566
1,4.006,37903179502650
1,4.026,37903179502776
1,4.056,37903179502860
1,4.076,37903179502986
1,4.106,37903179503070
1,4.126,37903179503196
1,4.156,37903179503280
1,4.176,37903179503406
1,4.206,37903179503490
1,4.226,37903179503616
1,4.256,37903179503700
1,4.276,37903179503826
1,4.306,37903179503910
1,4.326,37903179504036
1,4.356,37903179504120
1,4.376,37903179504246
1,4.406,37903179504330
1,4.436,37903179504456
1,4.456,37903179504541
1,4.486,37903179504666
1,4.506,37903179504792
1,4.536,37903179504876
1,4.556,37903179505002
1,4.586,37903179505086
1,4.606,37903179505212
1,4.636,37903179505296
1,4.656,37903179505422
1,4.686,37903179505506
1,4.706,37903179505632
1,4.736,37903179505716
1,4.756,37903179505842
1,4.786,37903179505926
1,4.806,37903179506052
1,4.836,37903179506136
1,4.856,37903179506262
1,4.886,37903179506388
1,4.916,37903179506472
1,4.936,37903179506598
1,4.966,37903179506682
1,4.986,37903179506808
1,5.016,37903179506892
1,5.046,37903179507018
1,5.066,37903179507103
1,5.086,37903179507228
1,5.116,37903179507354
1,5.146,37903179507438
1,5.166,37903179507564
1,5.196,37903179507648
1,5.216,37903179507774
1,5.246,37903179507858
1,5.266,37903179507984
1,5.296,37903179508068
1,5.316,37903179508194
1,5.346,37903179508278
1,5.366,37903179508404
1,5.396,37903179508488
1,5.426,37903179508614
1,5.446,37903179508699
1,5.476,37903179508824
1,5.496,37903179508950
1,5.526,37903179509034
1,5.546,37903179509160
1,5.576,37903179509244
1,5.596,37903179509370
1,5.626,37903179509454
1,5.646,37903179509580
1,5.676,37903179509664
1,5.696,37903179509790
1,5.726,37903179509874
1,5.746,37903179510000
1,5.776,37903179510084
1,5.806,37903179510210
1,5.826,37903179510295
1,5.856,37903179510420
1,5.876,37903179510546
1,5.906,37903179510630
1,5.926,37903179510756
1,5.956,37903179510840
1,5.976,37903179510966
1,6.006,37903179511050
1,6.026,37903179511176
1,6.056,37903179511260
1,6.076,37903179511386
1,6.106,37903179511470
1,6.126,37903179511596
1,6.156,37903179511680
1,6.176,37903179511806
1,6.206,37903179511890
1,6.226,37903179512016
1,6.256,37903179512100
1,6.276,37903179512226
1,6.306,37903179512310
1,6.326,37903179512436
1,6.356,37903179512520
1,6.386,37903179512646
1,6.406,37903179512731
1,6.436,37903179512856
1,6.456,37903179512982
1,6.486,37903179513066
1,6.506,37903179513192
1,6.536,37903179513276
1,6.556,37903179513402
1,6.586,37903179513486
1,6.606,37903179513612
1,6.636,37903179513696
1,6.656,37903179513822
1,6.686,37903179513906
1,6.706,37903179514032
1,6.736,37903179514116
1,6.756,37903179514242
1,6.786,37903179514326
1,6.806,37903179514452
1,6.836,37903179514536
1,6.856,37903179514662
1,6.886,37903179514746
1,6.906,37903179514872
1,6.936,37903179514956
1,6.966,37903179515082
1,6.986,37903179515208
1,7.016,37903179515292
1,7.036,37903179515418
1,7.066,37903179515502
1,7.086,37903179515628
1,7.116,37903179515712
1,7.136,37903179515838
1,7.166,37903179515922
1,7.186,37903179516048
1,7.216,37903179516132
1,7.236,37903179516258
1,7.266,37903179516342
1,7.286,37903179516468
1,7.316,37903179516552
1,7.336,37903179516678
1,7.366,37903179516762
1,7.386,37903179516888
1,7.416,37903179516972
1,7.436,37903179517098
1,7.466,37903179517182
1,7.486,37903179517308
1,7.516,37903179517434
1,7.546,37903179517518
1,7.566,37903179517644
1,7.596,37903179517728
1,7.616,37903179517854
1,7.646,37903179517938
1,7.666,37903179518064
1,7.696,37903179518148
1,7.716,37903179518274
1,7.746,37903179518358
1,7.766,37903179518484
1,7.796,37903179518568
1,7.816,37903179518694
1,7.846,37903179518778
1,7.866,37903179518904
1,7.896,37903179518988
1,7.916,37903179519114
1,7.946,37903179519198
1,7.966,37903179519324
1,7.996,37903179519408
1,8.016,37903179519534
1,8.046,37903179519618
1,8.076,37903179519744
1,8.096,37903179519829
1,8.126,37903179519954
1,8.146,37903179520080
1,8.176,37903179520164
1,8.196,37903179520290
1,8.226,37903179520374
1,8.246,37903179520500
1,8.276,37903179520584
1,8.296,37903179520710
1,8.326,37903179520794
1,8.346,37903179520920
1,8.376,37903179521004
1,8.396,37903179521130
1,8.426,37903179521214
1,8.446,37903179521340
1,8.476,37903179521424
1,8.496,37903179521550
1,8.526,37903179521634
1,8.546,37903179521760
1,8.576,37903179521844
1,8.596,37903179521970
1,8.626,37903179522054
1,8.646,37903179522180
1,8.676,37903179522264
1,8.706,37903179522390
1,8.726,37903179522516
1,8.756,37903179522600
1,8.776,37903179522726
1,8.806,37903179522810
1,8.826,37903179522936
1,8.856,37903179523020
1,8.876,37903179523146
1,8.906,37903179523230
1,8.926,37903179523356
1,8.956,37903179523440
1,8.976,37903179523566
1,9.006,37903179523650
1,9.026,37903179523776
1,9.056,37903179523860
1,9.076,37903179523986
1,9.106,37903179524070
1,9.126,37903179524196
1,9.156,37903179524280
1,9.176,37903179524406
1,9.206,37903179524490
1,9.236,37903179524616
1,9.256,37903179524742
1,9.286,37903179524826
1,9.306,37903179524952
1,9.336,37903179525036
1,9.356,37903179525162
1,9.386,37903179525246
1,9.406,37903179525372
1,9.436,37903179525456
1,9.456,37903179525582
1,9.486,37903179525666
1,9.506,37903179525792
1,9.536,37903179525876
1,9.556,37903179526002
1,9.586,37903179526086
1,9.606,37903179526212
1,9.636,37903179526296
1,9.656,37903179526422
1,9.686,37903179526506
1,9.706,37903179526632
1,9.736,37903179526716
1,9.766,37903179526842
1,9.786,37903179526968
1,9.816,37903179527052
1,9.836,37903179527178
1,9.866,37903179527262
1,9.886,37903179527388
1,9.916,37903179527472
1,9.936,37903179527598
1,9.966,37903179527682
1,9.986,37903179527808
1,10.016,37903179527892
1,10.036,37903179528018
1,10.066,37903179528102
1,10.086,37903179528228
1,10.116,37903179528312
1,10.136,37903179528438
1,10.166,37903179528522
1,10.186,37903179528648
1,10.216,37903179528732
1,10.236,37903179528858
1,10.266,37903179528942
1,10.296,37903179529068
1,10.316,37903179529153
1,10.346,37903179529278
1,10.366,37903179529404
1,10.396,37903179529488
1,10.416,37903179529614
1,10.446,37903179529698
1,10.466,37903179529824
1,10.496,37903179529908
1,10.516,37903179530034
1,10.546,37903179530118
1,10.566,37903179530244
1,10.596,37903179530328
1,10.616,37903179530454
1,10.646,37903179530538
1,10.666,37903179530664
1,10.696,37903179530748
1,10.716,37903179530874
1,10.746,37903179530958
1,10.766,37903179531084
1,10.796,37903179531168
1,10.826,37903179531294
1,10.846,37903179531420
1,10.876,37903179531504
1,10.896,37903179531630
1,10.926,37903179531714
1,10.946,37903179531840
1,10.976,37903179531924
1,10.996,37903179532050
1,11.026,37903179532134
1,11.046,37903179532260
1,11.076,37903179532344
1,11.096,37903179532470
1,11.126,37903179532554
1,11.146,37903179532680
1,11.176,37903179532764
1,11.196,37903179532890
1,11.226,37903179532974
1,11.246,37903179533100
1,11.276,37903179533184
1,11.296,37903179533310
1,11.326,37903179533394
1,11.356,37903179533520
1,11.376,37903179533646
1,11.406,37903179533730
1,11.426,37903179533856
1,11.456,37903179533940
1,11.476,37903179534066
1,11.506,37903179534150
1,11.526,37903179534276
1,11.556,37903179534360
1,11.576,37903179534486
1,11.606,37903179534570
1,11.626,37903179534696
1,11.656,37903179534780
1,11.676,37903179534906
1,11.706,37903179534990
1,11.726,37903179535116
1,11.756,37903179535200
1,11.776,37903179535326
1,11.806,37903179535410
1,11.836,37903179535536
1,11.856,37903179535662
1,11.886,37903179535746
1,11.906,37903179535872
1,11.936,37903179535956
1,11.956,37903179536082
1,11.986,37903179536166
1,12.006,37903179536292
1,12.036,37903179536376
1,12.056,37903179536502
1,12.086,37903179536586
1,12.106,37903179536712
1,12.136,37903179536796
1,12.156,37903179536922
1,12.186,37903179537006
1,12.206,37903179537132
1,12.236,37903179537216
1,12.256,37903179537342
1,12.286,37903179537426
1,12.316,37903179537552
1,12.336,37903179537678
1,12.366,37903179537762
1,12.386,37903179537888
1,12.416,37903179537972
1,12.436,37903179538098
1,12.466,37903179538182
1,12.486,37903179538308
1,12.516,37903179538392
1,12.536,37903179538518
1,12.566,37903179538602
1,12.586,37903179538728
1,12.616,37903179538812
1,12.636,37903179538938
1,12.666,37903179539022
1,12.686,37903179539148
1,12.716,37903179539232
1,12.736,37903179539358
1,12.766,37903179539442
1,12.796,37903179539568
1,12.816,37903179539653
1,12.846,37903179539778
1,12.866,37903179539904
1,12.896,37903179539988
1,12.916,37903179540114
1,12.946,37903179540198
1,12.966,37903179540324
1,12.996,37903179540408
1,13.016,37903179540534
1,13.046,37903179540618
1,13.066,37903179540744
1,13.096,37903179540828
1,13.116,37903179540954
1,13.146,37903179541038
1,13.166,37903179541164
1,13.196,37903179541248
1,13.216,37903179541374
1,13.246,37903179541458
1,13.266,37903179541584
1,13.296,37903179541668
1,13.326,37903179541794
1,13.346,37903179541879
1,13.376,37903179542004
1,13.396,37903179542130
1,13.426,37903179542214
1,13.446,37903179542340
1,13.476,37903179542424
1,13.496,37903179542550
1,13.526,37903179542634
1,13.546,37903179542760
1,13.576,37903179542844
1,13.596,37903179542970
1,13.626,37903179543054
1,13.646,37903179543180
1,13.676,37903179543264
1,13.696,37903179543390
1,13.726,37903179543474
1,13.746,37903179543600
1,13.776,37903179543684
1,13.806,37903179543810
1,13.826,37903179543895
1,13.856,37903179544020
1,13.876,37903179544146
1,13.906,37903179544230
1,13.926,37903179544356
1,13.956,37903179544440
1,13.976,37903179544566
1,14.006,37903179544650
1,14.026,37903179544776
1,14.056,37903179544860
1,14.076,37903179544986
1,14.106,37903179545070
1,14.126,37903179545196
1,14.156,37903179545280
1,14.176,37903179545406
1,14.206,37903179545490
1,14.226,37903179545616
1,14.256,37903179545700
1,14.276,37903179545826
1,14.306,37903179545910
1,14.336,37903179546036
