thread,time_us,cycles
0,2.726,15570916433518
0,2.726,15570916433629
0,2.726,15570916433703
0,2.826,15570916433814
0,2.826,15570916433889
0,2.826,15570916433999
0,2.826,15570916434110
0,2.926,15570916434184
0,2.926,15570916434295
0,2.926,15570916434370
0,2.926,15570916434480
0,3.026,15570916434591
0,3.026,15570916434665
0,3.026,15570916434776
0,3.026,15570916434851
0,3.126,15570916434961
0,3.126,15570916435072
0,3.126,15570916435183
0,3.126,15570916435258
0,3.226,15570916435368
0,3.226,15570916435479
0,3.226,15570916435590
0,3.326,15570916435664
0,3.326,15570916435775
0,3.326,15570916435886
0,3.326,15570916435961
0,3.426,15570916436071
0,3.426,15570916436182
0,3.426,15570916436256
0,3.426,15570916436367
0,3.526,15570916436442
0,3.526,15570916436552
0,3.526,15570916436663
0,3.526,15570916436737
0,3.626,15570916436848
0,3.626,15570916436923
0,3.626,15570916437033
0,3.626,15570916437144
0,3.726,15570916437218
0,3.726,15570916437329
0,3.726,15570916437404
0,3.826,15570916437514
0,3.826,15570916437625
0,3.826,15570916437700
0,3.826,15570916437810
0,3.926,15570916437921
0,3.926,15570916437996
0,3.926,15570916438106
0,3.926,15570916438217
0,4.026,15570916438292
0,4.026,15570916438402
0,4.026,15570916438513
0,4.026,15570916438588
0,4.126,15570916438698
0,4.126,15570916438809
0,4.126,15570916438883
0,4.226,15570916438994
0,4.226,15570916439069
0,4.226,15570916439179
0,4.226,15570916439290
0,4.326,15570916439364
0,4.326,15570916439475
0,4.326,15570916439550
0,4.326,15570916439660
0,4.426,15570916439771
0,4.426,15570916439845
0,4.426,15570916439956
0,4.426,15570916440067
0,4.526,15570916440178
0,4.526,15570916440252
0,4.526,15570916440363
0,4.626,15570916440474
0,4.626,15570916440585
0,4.626,15570916440659
0,4.626,15570916440770
0,4.726,15570916440845
0,4.726,15570916440955
0,4.726,15570916441066
0,4.726,15570916441140
0,4.826,15570916441251
0,4.826,15570916441362
0,4.826,15570916441436
0,4.926,15570916441547
0,4.926,15570916441658
0,4.926,15570916441732
0,4.926,15570916441843
0,5.026,15570916441917
0,5.026,15570916442028
0,5.026,15570916442103
0,5.026,15570916442213
0,5.126,15570916442324
0,5.126,15570916442399
0,5.126,15570916442509
0,5.126,15570916442620
0,5.226,15570916442695
0,5.226,15570916442805
0,5.226,15570916442916
0,5.326,15570916443064
0,5.326,15570916443175
0,5.326,15570916443286
0,5.426,15570916443397
0,5.426,15570916443508
0,5.426,15570916443619
0,5.426,15570916443693
0,5.526,15570916443804
0,5.526,15570916443915
0,5.526,15570916444026
0,5.526,15570916444100
0,5.626,15570916444211
0,5.626,15570916444286
0,5.626,15570916444396
0,5.726,15570916444507
0,5.726,15570916444618
0,5.726,15570916444729
0,5.726,15570916444803
0,5.826,15570916444914
0,5.826,15570916445025
0,5.826,15570916445099
0,5.826,15570916445210
0,5.926,15570916445321
0,5.926,15570916445432
0,5.926,15570916445506
0,6.026,15570916445617
0,6.026,15570916445728
0,6.026,15570916445802
0,6.026,15570916445913
0,6.126,15570916445988
0,6.126,15570916446098
0,6.126,15570916446209
0,6.126,15570916446283
0,6.226,15570916446394
0,6.226,15570916446505
0,6.226,15570916446579
0,6.226,15570916446690
0,6.326,15570916446765
0,6.326,15570916446875
0,6.326,15570916446986
0,6.426,15570916447097
0,6.426,15570916447208
0,6.426,15570916447282
0,6.426,15570916447393
0,6.526,15570916447468
0,6.526,15570916447578
0,6.526,15570916447689
0,6.526,15570916447800
0,6.626,15570916447874
0,6.626,15570916447985
0,6.626,15570916448096
0,6.626,15570916448171
0,6.726,15570916448281
0,6.726,15570916448392
0,6.726,15570916448503
0,6.826,15570916448614
0,6.826,15570916448725
0,6.826,15570916448836
0,6.826,15570916448910
0,6.926,15570916449021
0,6.926,15570916449132
0,6.926,15570916449243
0,7.026,15570916449354
0,7.026,15570916449465
0,7.026,15570916449539
0,7.026,15570916449650
0,7.126,15570916449761
0,7.126,15570916449872
0,7.126,15570916449983
0,7.226,15570916450094
0,7.226,15570916450205
0,7.226,15570916450316
0,7.226,15570916450390
0,7.326,15570916450501
0,7.326,15570916450612
0,7.326,15570916450723
0,7.426,15570916450834
0,7.426,15570916450909
0,7.426,15570916451019
0,7.426,15570916451130
0,7.526,15570916451241
0,7.526,15570916451352
0,7.526,15570916451463
0,7.626,15570916451574
0,7.626,15570916451685
0,7.626,15570916451759
0,7.626,15570916451870
0,7.726,15570916451981
0,7.726,15570916452092
0,7.726,15570916452203
0,7.826,15570916452278
0,7.826,15570916452388
0,7.826,15570916452499
0,7.826,15570916452610
0,7.926,15570916452721
0,7.926,15570916452795
0,7.926,15570916452906
0,7.926,15570916453017
0,8.026,15570916453091
0,8.026,15570916453202
0,8.026,15570916453277
0,8.126,15570916453387
0,8.126,15570916453498
0,8.126,15570916453572
0,8.126,15570916453683
0,8.226,15570916453758
0,8.226,15570916453868
0,8.226,15570916453979
0,8.226,15570916454054
0,8.326,15570916454164
0,8.326,15570916454275
0,8.326,15570916454386
0,8.326,15570916454460
0,8.426,15570916454571
0,8.426,15570916454682
0,8.426,15570916454756
0,8.526,15570916454867
0,8.526,15570916454942
0,8.526,15570916455052
0,8.526,15570916455163
0,8.626,15570916455237
0,8.626,15570916455348
0,8.626,15570916455422
0,8.626,15570916455533
0,8.726,15570916455608
0,8.726,15570916455718
0,8.726,15570916455829
0,8.726,15570916455904
0,8.826,15570916456014
0,8.826,15570916456125
0,8.826,15570916456199
0,8.826,15570916456310
0,8.926,15570916456385
0,8.926,15570916456495
0,8.926,15570916456606
0,8.926,15570916456681
0,9.026,15570916456791
0,9.026,15570916456902
0,9.026,15570916456976
0,9.126,15570916457087
0,9.126,15570916457198
0,9.126,15570916457273
0,9.126,15570916457383
0,9.226,15570916457494
0,9.226,15570916457568
0,9.226,15570916457679
0,9.226,15570916457754
0,9.326,15570916457864
0,9.326,15570916457975
0,9.326,15570916458086
0,9.326,15570916458161
0,9.426,15570916458271
0,9.426,15570916458382
0,9.426,15570916458457
0,9.526,15570916458567
0,9.526,15570916458678
0,9.526,15570916458789
0,9.526,15570916458864
0,9.626,15570916458974
0,9.626,15570916459085
0,9.626,15570916459160
0,9.626,15570916459270
0,9.726,15570916459381
0,9.726,15570916459455
0,9.726,15570916459566
0,9.826,15570916459677
0,9.826,15570916459752
0,9.826,15570916459862
0,9.826,15570916459973
0,9.926,15570916460047
0,9.926,15570916460158
0,9.926,15570916460233
0,9.926,15570916460343
0,10.026,15570916460454
0,10.026,15570916460528
0,10.026,15570916460639
0,10.026,15570916460750
0,10.126,15570916460824
0,10.126,15570916460935
0,10.126,15570916461010
0,10.226,15570916461120
0,10.226,15570916461231
0,10.226,15570916461305
0,10.226,15570916461416
0,10.326,15570916461491
0,10.326,15570916461601
0,10.326,15570916461712
0,10.326,15570916461823
0,10.426,15570916461897
0,10.426,15570916462008
0,10.426,15570916462083
0,10.426,15570916462193
0,10.526,15570916462304
0,10.526,15570916462415
0,10.526,15570916462489
0,10.626,15570916462600
0,10.626,15570916462675
0,10.626,15570916462785
0,10.626,15570916462896
0,10.726,15570916462971
0,10.726,15570916463081
0,10.726,15570916463156
0,10.726,15570916463266
0,10.826,15570916463377
0,10.826,15570916463451
0,10.826,15570916463562
0,10.826,15570916463673
0,10.926,15570916463747
0,10.926,15570916463858
0,10.926,15570916463969
0,10.926,15570916464043
0,11.026,15570916464154
0,11.026,15570916464265
0,11.026,15570916464339
0,11.126,15570916464450
0,11.126,15570916464561
0,11.126,15570916464635
0,11.126,15570916464746
0,11.226,15570916464857
0,11.226,15570916464968
0,11.226,15570916465042
0,11.226,15570916465153
0,11.326,15570916465228
0,11.326,15570916465338
0,11.326,15570916465449
0,11.326,15570916465523
0,11.426,15570916465634
0,11.426,15570916465709
0,11.426,15570916465819
0,11.426,15570916465930
0,11.526,15570916466004
0,11.526,15570916466115
0,11.526,15570916466190
0,11.626,15570916466300
0,11.626,15570916466411
0,11.626,15570916466522
0,11.626,15570916466597
0,11.726,15570916466707
0,11.726,15570916466818
0,11.726,15570916466929
0,11.726,15570916467004
0,11.826,15570916467114
0,11.826,15570916467225
0,11.826,15570916467299
0,11.826,15570916467410
0,11.926,15570916467484
0,11.926,15570916467595
0,11.926,15570916467706
0,12.026,15570916467817
0,12.026,15570916467928
0,12.026,15570916468002
0,12.026,15570916468113
0,12.126,15570916468224
0,12.126,15570916468298
0,12.126,15570916468409
0,12.126,15570916468484
0,12.226,15570916468594
0,12.226,15570916468705
0,12.226,15570916468779
0,12.326,15570916468890
0,12.326,15570916468965
0,12.326,15570916469075
0,12.326,15570916469186
0,12.426,15570916469297
0,12.426,15570916469372
0,12.426,15570916469482
0,12.426,15570916469593
0,12.526,15570916469704
0,12.526,15570916469778
0,12.526,15570916469889
0,12.526,15570916470000
0,12.626,15570916470074
0,12.626,15570916470185
0,12.626,15570916470260
0,12.726,15570916470370
0,12.726,15570916470481
0,12.726,15570916470592
0,12.726,15570916470666
0,12.826,15570916470777
0,12.826,15570916470888
0,12.826,15570916470962
0,12.826,15570916471073
0,12.926,15570916471148
0,12.926,15570916471258
0,12.926,15570916471369
0,12.926,15570916471444
0,13.026,15570916471554
0,13.026,15570916471665
0,13.026,15570916471739
0,13.026,15570916471850
0,13.126,15570916471924
0,13.126,15570916472035
0,13.126,15570916472146
0,13.226,15570916472220
0,13.226,15570916472331
0,13.226,15570916472442
0,13.226,15570916472517
0,13.326,15570916472627
0,13.326,15570916472738
0,13.326,15570916472849
0,13.326,15570916472924
0,13.426,15570916473034
0,13.426,15570916473145
0,13.426,15570916473220
0,13.526,15570916473330
0,13.526,15570916473441
0,13.526,15570916473515
0,13.526,15570916473626
0,13.626,15570916473701
0,13.626,15570916473811
0,13.626,15570916473922
0,13.626,15570916473996
0,13.726,15570916474107
0,13.726,15570916474182
0,13.726,15570916474292
0,13.726,15570916474403
0,13.826,15570916474514
0,13.826,15570916474589
0,13.826,15570916474699
0,13.826,15570916474774
0,13.926,15570916474884
0,13.926,15570916474995
0,13.926,15570916475069
0,14.026,15570916475180
0,14.026,15570916475291
0,14.026,15570916475402
0,14.026,15570916475477
0,14.126,15570916475587
0,14.126,15570916475698
0,14.126,15570916475809
0,14.126,15570916475883
0,14.226,15570916475994
0,14.226,15570916476069
0,14.226,15570916476179
0,14.226,15570916476290
0,14.326,15570916476364
0,14.326,15570916476475
0,14.326,15570916476550
0,14.426,15570916476660
0,14.426,15570916476771
0,14.426,15570916476845
0,14.426,15570916476956
0,14.526,15570916477067
0,14.526,15570916477141
0,14.526,15570916477252
0,14.526,15570916477327
0,14.626,15570916477437
0,14.626,15570916477548
0,14.626,15570916477623
0,14.626,15570916477733
0,14.726,15570916477844
0,14.726,15570916477918
0,14.726,15570916478029
0,14.826,15570916478140
0,14.826,15570916478215
0,14.826,15570916478325
0,14.826,15570916478436
0,14.926,15570916478510
0,14.926,15570916478621
0,14.926,15570916478732
0,14.926,15570916478807
0,15.026,15570916478917
0,15.026,15570916479028
0,15.026,15570916479102
0,15.026,15570916479213
0,15.126,15570916479288
0,15.126,15570916479398
0,15.126,15570916479509
0,15.126,15570916479584
0,15.226,15570916479694
0,15.226,15570916479805
0,15.226,15570916479880
0,15.326,15570916479990
0,15.326,15570916480101
0,15.326,15570916480176
0,15.326,15570916480286
0,15.426,15570916480397
0,15.426,15570916480472
0,15.426,15570916480582
0,15.426,15570916480693
0,15.526,15570916480767
0,15.526,15570916480878
0,15.526,15570916480989
0,15.626,15570916481064
0,15.626,15570916481174
0,15.626,15570916481285
0,15.626,15570916481360
0,15.726,15570916481470
0,15.726,15570916481545
0,15.726,15570916481655
0,15.726,15570916481766
0,15.826,15570916481840
0,15.826,15570916481951
0,15.826,15570916482062
0,15.826,15570916482137
0,15.926,15570916482247
0,15.926,15570916482358
0,15.926,15570916482433
0,16.026,15570916482543
0,16.026,15570916482654
0,16.026,15570916482729
0,16.026,15570916482839
0,16.126,15570916482950
0,16.126,15570916483024
0,16.126,15570916483135
0,16.126,15570916483246
0,16.226,15570916483320
0,16.226,15570916483431
0,16.226,15570916483506
0,16.226,15570916483616
0,16.326,15570916483727
0,16.326,15570916483802
0,16.326,15570916483912
0,16.426,15570916484023
0,16.426,15570916484134
0,16.426,15570916484208
0,16.426,15570916484319
0,16.526,15570916484394
0,16.526,15570916484504
0,16.526,15570916484615
0,16.526,15570916484689
0,16.626,15570916484800
0,16.626,15570916484911
0,16.626,15570916485022
0,16.626,15570916485096
0,16.726,15570916485207
0,16.726,15570916485282
0,16.726,15570916485392
0,16.826,15570916485503
0,16.826,15570916485614
0,16.826,15570916485725
0,16.826,15570916485799
0,16.926,15570916485910
0,16.926,15570916486021
0,16.926,15570916486095
0,16.926,15570916486206
0,17.026,15570916486317
0,17.026,15570916486391
0,17.026,15570916486502
0,17.026,15570916486576
0,17.126,15570916486687
0,17.126,15570916486798
0,17.126,15570916486872
0,17.226,15570916486983
0,17.226,15570916487058
0,17.226,15570916487168
0,17.226,15570916487279
0,17.326,15570916487390
0,17.326,15570916487464
0,17.326,15570916487575
0,17.326,15570916487686
0,17.426,15570916487797
0,17.426,15570916487872
0,17.426,15570916487982
0,17.526,15570916488093
0,17.526,15570916488204
0,17.526,15570916488315
0,17.526,15570916488426
0,17.626,15570916488537
0,17.626,15570916488648
0,17.626,15570916488759
0,17.726,15570916488834
0,17.726,15570916488944
0,17.726,15570916489055
0,17.726,15570916489130
0,17.826,15570916489240
0,17.826,15570916489351
0,17.826,15570916489426
0,17.826,15570916489536
0,17.926,15570916489647
0,17.926,15570916489721
0,17.926,15570916489832
0,17.926,15570916489907
0,18.026,15570916490017
0,18.026,15570916490128
0,18.026,15570916490203
0,18.126,15570916490313
0,18.126,15570916490388
0,18.126,15570916490498
0,18.126,15570916490609
0,18.226,15570916490684
0,18.226,15570916490794
0,18.226,15570916490905
0,18.226,15570916490979
0,18.326,15570916491090
0,18.326,15570916491201
0,18.326,15570916491276
0,18.326,15570916491386
0,18.426,15570916491497
0,18.426,15570916491571
0,18.426,15570916491682
0,18.426,15570916491793
0,18.526,15570916491867
0,18.526,15570916491978
0,18.526,15570916492089
0,18.626,15570916492163
0,18.626,15570916492274
0,18.626,15570916492349
0,18.626,15570916492459
0,18.726,15570916492570
0,18.726,15570916492645
0,18.726,15570916492755
0,18.726,15570916492866
0,18.826,15570916492940
0,18.826,15570916493051
0,18.826,15570916493126
0,18.826,15570916493236
0,18.926,15570916493347
0,18.926,15570916493458
0,18.926,15570916493532
0,19.026,15570916493643
0,19.026,15570916493754
0,19.026,15570916493828
0,19.026,15570916493939
0,19.126,15570916494014
0,19.126,15570916494124
0,19.126,15570916494235
0,19.126,15570916494309
0,19.226,15570916494420
0,19.226,15570916494531
0,19.226,15570916494642
0,19.226,15570916494753
0,19.326,15570916494864
0,19.326,15570916494938
0,19.326,15570916495049
0,19.426,15570916495160
0,19.426,15570916495234
0,19.426,15570916495345
0,19.426,15570916495456
0,19.526,15570916495531
0,19.526,15570916495641
0,19.526,15570916495752
0,19.526,15570916495826
1,0.026,15570916423510
1,0.026,15570916423584
1,0.026,15570916423695
1,0.026,15570916423806
1,0.126,15570916423880
1,0.126,15570916423991
1,0.126,15570916424066
1,0.126,15570916424176
1,0.226,15570916424287
1,0.226,15570916424398
1,0.226,15570916424509
1,0.326,15570916424620
1,0.326,15570916424694
1,0.326,15570916424805
1,0.326,15570916424916
1,0.426,15570916424990
1,0.426,15570916425101
1,0.426,15570916425212
1,0.426,15570916425287
1,0.526,15570916425397
1,0.526,15570916425508
1,0.526,15570916425619
1,0.626,15570916425694
1,0.626,15570916425804
1,0.626,15570916425915
1,0.626,15570916425989
1,0.726,15570916426100
1,0.726,15570916426175
1,0.726,15570916426285
1,0.726,15570916426396
1,0.826,15570916426507
1,0.826,15570916426581
1,0.826,15570916426692
1,0.926,15570916426803
1,0.926,15570916426914
1,0.926,15570916426988
1,0.926,15570916427099
1,1.026,15570916427210
1,1.026,15570916427284
1,1.026,15570916427395
1,1.026,15570916427470
1,1.126,15570916427580
1,1.126,15570916427691
1,1.126,15570916427765
1,1.126,15570916427876
1,1.226,15570916427987
1,1.226,15570916428098
1,1.226,15570916428172
1,1.326,15570916428283
1,1.326,15570916428394
1,1.326,15570916428468
1,1.326,15570916428579
1,1.426,15570916428654
1,1.426,15570916428764
1,1.426,15570916428875
1,1.426,15570916428949
1,1.526,15570916429060
1,1.526,15570916429134
1,1.526,15570916429245
1,1.526,15570916429356
1,1.626,15570916429430
1,1.626,15570916429541
1,1.626,15570916429652
1,1.626,15570916429727
1,1.726,15570916429837
1,1.726,15570916429948
1,1.726,15570916430023
1,1.826,15570916430133
1,1.826,15570916430244
1,1.826,15570916430355
1,1.826,15570916430466
1,1.926,15570916430577
1,1.926,15570916430651
1,1.926,15570916430762
1,2.026,15570916430873
1,2.026,15570916430984
1,2.026,15570916431058
1,2.026,15570916431169
1,2.126,15570916431243
1,2.126,15570916431354
1,2.126,15570916431465
1,2.126,15570916431539
1,2.226,15570916431650
1,2.226,15570916431761
1,2.226,15570916431872
1,2.326,15570916431946
1,2.326,15570916432057
1,2.326,15570916432168
1,2.326,15570916432242
1,2.426,15570916432353
1,2.426,15570916432428
1,2.426,15570916432538
1,2.426,15570916432649
1,2.526,15570916432760
1,2.526,15570916432834
1,2.526,15570916432945
1,2.626,15570916433056
1,2.626,15570916433167
1,2.626,15570916433242
1,2.626,15570916433352
1,2.726,15570916433463
1,2.726,15570916433574
1,2.726,15570916433648
1,2.726,15570916433759
1,2.826,15570916433834
1,2.826,15570916433944
1,2.826,15570916434019
1,2.826,15570916434129
1,2.926,15570916434240
1,2.926,15570916434351
1,2.926,15570916434426
1,3.026,15570916434536
1,3.026,15570916434647
1,3.026,15570916434758
1,3.026,15570916434832
1,3.126,15570916434943
1,3.126,15570916435054
1,3.126,15570916435165
1,3.226,15570916435276
1,3.226,15570916435387
1,3.226,15570916435461
1,3.226,15570916435572
1,3.326,15570916435683
1,3.326,15570916435757
1,3.326,15570916435868
1,3.326,15570916435943
1,3.426,15570916436053
1,3.426,15570916436164
1,3.426,15570916436238
1,3.426,15570916436349
1,3.526,15570916436424
1,3.526,15570916436534
1,3.526,15570916436645
1,3.526,15570916436719
1,3.626,15570916436830
1,3.626,15570916436905
1,3.626,15570916437015
1,3.626,15570916437126
1,3.726,15570916437200
1,3.726,15570916437311
1,3.726,15570916437422
1,3.826,15570916437533
1,3.826,15570916437607
1,3.826,15570916437718
1,3.826,15570916437792
1,3.926,15570916437903
1,3.926,15570916437978
1,3.926,15570916438088
1,3.926,15570916438199
1,4.026,15570916438273
1,4.026,15570916438384
1,4.026,15570916438495
1,4.026,15570916438570
1,4.126,15570916438680
1,4.126,15570916438791
1,4.126,15570916438866
1,4.226,15570916438976
1,4.226,15570916439087
1,4.226,15570916439162
1,4.226,15570916439272
1,4.326,15570916439383
1,4.326,15570916439457
1,4.326,15570916439568
1,4.326,15570916439643
1,4.426,15570916439753
1,4.426,15570916439828
1,4.426,15570916439938
1,4.426,15570916440049
1,4.526,15570916440123
1,4.526,15570916440234
1,4.526,15570916440309
1,4.526,15570916440419
1,4.626,15570916440530
1,4.626,15570916440641
1,4.626,15570916440715
1,4.726,15570916440826
1,4.726,15570916440937
1,4.726,15570916441048
1,4.726,15570916441159
1,4.826,15570916441270
1,4.826,15570916441381
1,4.826,15570916441492
1,4.926,15570916441567
1,4.926,15570916441677
1,4.926,15570916441788
1,4.926,15570916441862
1,5.026,15570916441973
1,5.026,15570916442048
1,5.026,15570916442158
1,5.026,15570916442269
1,5.126,15570916442343
1,5.126,15570916442454
1,5.126,15570916442529
1,5.126,15570916442639
1,5.226,15570916442750
1,5.226,15570916442861
1,5.226,15570916442935
1,5.326,15570916443046
1,5.326,15570916443157
1,5.326,15570916443231
1,5.326,15570916443342
1,5.426,15570916443417
1,5.426,15570916443527
1,5.426,15570916443638
1,5.426,15570916443749
1,5.526,15570916443824
1,5.526,15570916443934
1,5.526,15570916444009
1,5.526,15570916444119
1,5.626,15570916444230
1,5.626,15570916444304
1,5.626,15570916444415
1,5.726,15570916444526
1,5.726,15570916444601
1,5.726,15570916444711
1,5.726,15570916444822
1,5.826,15570916444896
1,5.826,15570916445007
1,5.826,15570916445082
1,5.826,15570916445192
1,5.926,15570916445267
1,5.926,15570916445377
1,5.926,15570916445488
1,5.926,15570916445563
1,6.026,15570916445673
1,6.026,15570916445784
1,6.026,15570916445859
1,6.026,15570916445969
1,6.126,15570916446080
1,6.126,15570916446191
1,6.126,15570916446302
1,6.226,15570916446376
1,6.226,15570916446487
1,6.226,15570916446598
1,6.226,15570916446709
1,6.326,15570916446820
1,6.326,15570916446894
1,6.326,15570916447005
1,6.326,15570916447116
1,6.426,15570916447190
1,6.426,15570916447301
1,6.426,15570916447376
1,6.526,15570916447486
1,6.526,15570916447597
1,6.526,15570916447671
1,6.526,15570916447782
1,6.626,15570916447857
1,6.626,15570916447967
1,6.626,15570916448078
1,6.626,15570916448152
1,6.726,15570916448263
1,6.726,15570916448374
1,6.726,15570916448448
1,6.726,15570916448559
1,6.826,15570916448670
1,6.826,15570916448781
1,6.826,15570916448855
1,6.926,15570916448966
1,6.926,15570916449077
1,6.926,15570916449188
1,6.926,15570916449263
1,7.026,15570916449410
1,7.026,15570916449521
1,7.026,15570916449595
1,7.126,15570916449706
1,7.126,15570916449817
1,7.126,15570916449928
1,7.126,15570916450039
1,7.226,15570916450150
1,7.226,15570916450224
1,7.226,15570916450335
1,7.326,15570916450446
1,7.326,15570916450557
1,7.326,15570916450668
1,7.326,15570916450779
1,7.426,15570916450853
1,7.426,15570916450964
1,7.426,15570916451075
1,7.526,15570916451186
1,7.526,15570916451261
1,7.526,15570916451371
1,7.526,15570916451482
1,7.626,15570916451593
1,7.626,15570916451667
1,7.626,15570916451778
1,7.726,15570916451889
1,7.726,15570916452000
1,7.726,15570916452111
1,7.726,15570916452185
1,7.826,15570916452296
1,7.826,15570916452407
1,7.826,15570916452518
1,7.926,15570916452629
1,7.926,15570916452740
1,7.926,15570916452851
1,7.926,15570916452962
1,8.026,15570916453073
1,8.026,15570916453147
1,8.026,15570916453258
1,8.026,15570916453369
1,8.126,15570916453443
1,8.126,15570916453554
1,8.126,15570916453665
1,8.226,15570916453776
1,8.226,15570916453887
1,8.226,15570916453998
1,8.226,15570916454072
1,8.326,15570916454183
1,8.326,15570916454294
1,8.326,15570916454405
1,8.426,15570916454479
1,8.426,15570916454590
1,8.426,15570916454701
1,8.426,15570916454812
1,8.526,15570916454923
1,8.526,15570916455034
1,8.526,15570916455108
1,8.626,15570916455219
1,8.626,15570916455294
1,8.626,15570916455404
1,8.626,15570916455515
1,8.726,15570916455626
1,8.726,15570916455701
1,8.726,15570916455811
1,8.726,15570916455922
1,8.826,15570916456033
1,8.826,15570916456144
1,8.826,15570916456218
1,8.926,15570916456329
1,8.926,15570916456404
1,8.926,15570916456514
1,8.926,15570916456625
1,9.026,15570916456700
1,9.026,15570916456810
1,9.026,15570916456921
1,9.026,15570916457032
1,9.126,15570916457106
1,9.126,15570916457217
1,9.126,15570916457328
1,9.226,15570916457439
1,9.226,15570916457550
1,9.226,15570916457661
1,9.226,15570916457735
1,9.326,15570916457846
1,9.326,15570916457921
1,9.326,15570916458031
1,9.326,15570916458142
1,9.426,15570916458216
1,9.426,15570916458327
1,9.426,15570916458402
1,9.426,15570916458512
1,9.526,15570916458623
1,9.526,15570916458697
1,9.526,15570916458808
1,9.526,15570916458883
1,9.626,15570916458993
1,9.626,15570916459104
1,9.626,15570916459178
1,9.726,15570916459289
1,9.726,15570916459364
1,9.726,15570916459474
1,9.726,15570916459585
1,9.826,15570916459659
1,9.826,15570916459770
1,9.826,15570916459845
1,9.826,15570916459955
1,9.926,15570916460066
1,9.926,15570916460140
1,9.926,15570916460251
1,9.926,15570916460362
1,10.026,15570916460436
1,10.026,15570916460547
1,10.026,15570916460658
1,10.026,15570916460733
1,10.126,15570916460843
1,10.126,15570916460954
1,10.126,15570916461028
1,10.126,15570916461139
1,10.226,15570916461213
1,10.226,15570916461324
1,10.226,15570916461435
1,10.326,15570916461509
1,10.326,15570916461620
1,10.326,15570916461695
1,10.326,15570916461805
1,10.426,15570916461916
1,10.426,15570916461990
1,10.426,15570916462101
1,10.426,15570916462212
1,10.526,15570916462287
1,10.526,15570916462397
1,10.526,15570916462508
1,10.526,15570916462582
1,10.626,15570916462693
1,10.626,15570916462768
1,10.626,15570916462878
1,10.726,15570916462989
1,10.726,15570916463064
1,10.726,15570916463174
1,10.726,15570916463285
1,10.826,15570916463359
1,10.826,15570916463470
1,10.826,15570916463544
1,10.826,15570916463655
1,10.926,15570916463730
1,10.926,15570916463840
1,10.926,15570916463951
1,10.926,15570916464062
1,11.026,15570916464136
1,11.026,15570916464247
1,11.026,15570916464322
1,11.026,15570916464432
1,11.126,15570916464543
1,11.126,15570916464618
1,11.126,15570916464728
1,11.126,15570916464839
1,11.226,15570916464913
1,11.226,15570916465024
1,11.226,15570916465135
1,11.326,15570916465246
1,11.326,15570916465357
1,11.326,15570916465431
1,11.326,15570916465542
1,11.426,15570916465617
1,11.426,15570916465727
1,11.426,15570916465838
1,11.426,15570916465912
1,11.526,15570916466023
1,11.526,15570916466134
1,11.526,15570916466208
1,11.626,15570916466319
1,11.626,15570916466394
