time_s,cps
0.5712,3.69303e+09
0.5724,3.69309e+09
0.5736,3.69303e+09
0.5748,3.69309e+09
0.576,3.69303e+09
0.5772,3.69309e+09
0.5784,3.69303e+09
0.5796,3.69309e+09
0.5808,3.69303e+09
0.582,3.69309e+09
0.5832,3.69306e+09
0.5844,3.69306e+09
0.5856,3.69309e+09
0.5868,3.693e+09
0.588,3.69312e+09
0.5892,3.69306e+09
0.5904,3.69306e+09
0.5916,3.69306e+09
0.5928,3.69309e+09
0.594,3.69303e+09
0.5952,3.69306e+09
0.5964,3.69306e+09
0.5976,3.69309e+09
0.5988,3.69303e+09
0.6,3.69303e+09
0.6012,3.69309e+09
0.6024,3.69303e+09
0.6036,3.69309e+09
0.6048,3.69303e+09
0.606,3.69309e+09
0.6072,3.69303e+09
0.6084,3.69309e+09
0.6096,3.69303e+09
0.6108,3.69309e+09
0.612,3.69303e+09
0.6132,3.69312e+09
0.6144,3.69303e+09
0.6156,3.69309e+09
0.6168,3.693e+09
0.618,3.69309e+09
0.6192,3.69306e+09
0.6204,3.69306e+09
0.6216,3.693e+09
0.6228,3.69312e+09
0.624,3.69306e+09
0.6252,3.69303e+09
0.6264,3.69309e+09
0.6276,3.69306e+09
0.6288,3.69306e+09
0.63,3.69306e+09
0.6312,3.69306e+09
0.6324,3.69309e+09
0.6336,3.69309e+09
0.6348,3.693e+09
0.636,3.69306e+09
0.6372,3.69309e+09
0.6384,3.69303e+09
0.6396,3.69306e+09
0.6408,3.69306e+09
0.642,3.69306e+09
0.6432,3.69309e+09
0.6444,3.69303e+09
0.6456,3.69309e+09
0.6468,3.69303e+09
0.648,3.69312e+09
0.6492,3.693e+09
0.6504,3.69306e+09
0.6516,3.69306e+09
0.6528,3.69303e+09
0.654,3.69309e+09
0.6552,3.69309e+09
0.6564,3.69306e+09
0.6576,3.69303e+09
0.6588,3.69306e+09
0.66,3.69306e+09
0.6612,3.69306e+09
0.6624,3.69309e+09
0.6636,3.69303e+09
0.6648,3.69306e+09
0.666,3.69309e+09
0.6672,3.69303e+09
0.6684,3.69309e+09
0.6696,3.69303e+09
0.6708,3.69312e+09
0.672,3.69306e+09
0.6732,3.69306e+09
0.6744,3.69306e+09
0.6756,3.693e+09
0.6768,3.69312e+09
0.678,3.69309e+09
0.6792,3.69306e+09
0.6804,3.69306e+09
0.6816,3.69303e+09
0.6828,3.69303e+09
0.684,3.69309e+09
0.6852,3.69309e+09
0.6864,3.69303e+09
0.6876,3.69309e+09
0.6888,3.693e+09
0.69,3.69306e+09
0.6912,3.69306e+09
0.6924,3.69312e+09
0.6936,3.693e+09
0.6948,3.69306e+09
0.696,3.69312e+09
0.6972,3.69303e+09
0.6984,3.69303e+09
0.6996,3.69306e+09
0.7008,3.69309e+09
0.702,3.69306e+09
0.7032,3.69306e+09
0.7044,3.69309e+09
0.7056,3.693e+09
0.7068,3.69309e+09
0.708,3.69303e+09
0.7092,3.69306e+09
0.7104,3.69309e+09
0.7116,3.69312e+09
0.7128,3.693e+09
0.714,3.69309e+09
0.7152,3.69309e+09
0.7164,3.693e+09
0.7176,3.69309e+09
0.7188,3.69309e+09
0.72,3.693e+09
0.7212,3.69309e+09
0.7224,3.69309e+09
0.7236,3.693e+09
0.7248,3.69306e+09
0.726,3.69309e+09
0.7272,3.69303e+09
0.7284,3.69306e+09
0.7296,3.69309e+09
0.7308,3.69306e+09
0.732,3.69309e+09
0.7332,3.693e+09
0.7344,3.69309e+09
0.7356,3.69303e+09
0.7368,3.69306e+09
0.738,3.69306e+09
0.7392,3.69306e+09
0.7404,3.69306e+09
0.7416,3.69306e+09
0.7428,3.69306e+09
0.744,3.69309e+09
0.7452,3.69306e+09
0.7464,3.69303e+09
0.7476,3.69312e+09
0.7488,3.693e+09
0.75,3.69309e+09
0.7512,3.69303e+09
0.7524,3.69312e+09
0.7536,3.69303e+09
0.7548,3.69309e+09
0.756,3.69303e+09
0.7572,3.69309e+09
0.7584,3.69309e+09
0.7596,3.693e+09
0.7608,3.69306e+09
0.762,3.69306e+09
0.7632,3.69312e+09
0.7644,3.69303e+09
0.7656,3.69306e+09
0.7668,3.69303e+09
0.768,3.69312e+09
0.7692,3.69303e+09
0.7704,3.69309e+09
0.7716,3.69303e+09
0.7728,3.69303e+09
0.774,3.69312e+09
0.7752,3.693e+09
0.7764,3.69309e+09
0.7776,3.69309e+09
0.7788,3.693e+09
0.78,3.69306e+09
0.7812,3.69303e+09
0.7824,3.69309e+09
0.7836,3.69309e+09
0.7848,3.69306e+09
0.786,3.69303e+09
0.7872,3.69306e+09
0.7884,3.69309e+09
0.7896,3.69306e+09
0.7908,3.69306e+09
0.792,3.69309e+09
0.7932,3.69303e+09
0.7944,3.69309e+09
0.7956,3.69303e+09
0.7968,3.69312e+09
0.798,3.69303e+09
0.7992,3.69309e+09
0.8004,3.693e+09
0.8016,3.69306e+09
0.8028,3.69309e+09
0.804,3.69306e+09
0.8052,3.69303e+09
0.8064,3.69306e+09
0.8076,3.69306e+09
0.8088,3.69306e+09
0.81,3.69312e+09
0.8112,3.693e+09
0.8124,3.69312e+09
0.8136,3.693e+09
0.8148,3.69306e+09
0.816,3.69309e+09
0.8172,3.69303e+09
0.8184,3.69309e+09
0.8196,3.69303e+09
0.8208,3.69306e+09
0.822,3.69306e+09
0.8232,3.69306e+09
0.8244,3.69309e+09
0.8256,3.69309e+09
0.8268,3.69306e+09
0.828,3.69297e+09
0.8292,3.69309e+09
0.8304,3.69306e+09
0.8316,3.69312e+09
0.8328,3.69303e+09
0.834,3.69312e+09
0.8352,3.69303e+09
0.8364,3.69303e+09
0.8376,3.69309e+09
0.8388,3.693e+09
0.84,3.69312e+09
0.8412,3.69306e+09
0.8424,3.69306e+09
0.8436,3.69303e+09
0.8448,3.69303e+09
0.846,3.69312e+09
0.8472,3.69303e+09
0.8484,3.69309e+09
0.8496,3.69303e+09
0.8508,3.69306e+09
0.852,3.69309e+09
0.8532,3.69306e+09
0.8544,3.69306e+09
0.8556,3.693e+09
0.8568,3.69309e+09
0.858,3.69312e+09
0.8592,3.69306e+09
0.8604,3.693e+09
0.8616,3.69309e+09
0.8628,3.69303e+09
0.864,3.69306e+09
0.8652,3.69309e+09
0.8664,3.69306e+09
0.8676,3.69309e+09
0.8688,3.69306e+09
0.87,3.69306e+09
0.8712,3.69303e+09
0.8724,3.69303e+09
0.8736,3.69309e+09
0.8748,3.69303e+09
0.876,3.69309e+09
0.8772,3.69309e+09
0.8784,3.69312e+09
0.8796,3.69303e+09
0.8808,3.69303e+09
0.882,3.69306e+09
0.8832,3.69306e+09
0.8844,3.69309e+09
0.8856,3.693e+09
0.8868,3.69309e+09
0.888,3.69308e+09
0.8892,3.69306e+09
0.8904,3.69306e+09
0.8916,3.69301e+09
0.8928,3.69309e+09
0.894,3.69309e+09
0.8952,3.69306e+09
0.8964,3.693e+09
0.8976,3.69309e+09
0.8988,3.69309e+09
0.9,3.69306e+09
0.9012,3.69303e+09
0.9024,3.69303e+09
0.9036,3.69312e+09
0.9048,3.693e+09
0.906,3.69306e+09
0.9072,3.69309e+09
0.9084,3.69306e+09
0.9096,3.69306e+09
0.9108,3.69309e+09
0.912,3.693e+09
0.9132,3.69309e+09
0.9144,3.69309e+09
0.9156,3.693e+09
0.9168,3.69312e+09
0.918,3.69306e+09
0.9192,3.69309e+09
0.9204,3.69302e+09
0.9216,3.69303e+09
0.9228,3.69306e+09
0.924,3.69306e+09
0.9252,3.69309e+09
0.9264,3.69303e+09
0.9276,3.69306e+09
0.9288,3.69309e+09
0.93,3.69309e+09
0.9312,3.693e+09
0.9324,3.69314e+09
0.9336,3.69306e+09
0.9348,3.693e+09
0.936,3.69309e+09
0.9372,3.69306e+09
0.9384,3.69306e+09
0.9396,3.69309e+09
0.9408,3.69303e+09
0.942,3.69309e+09
0.9432,3.69309e+09
0.9444,3.693e+09
0.9456,3.69309e+09
0.9468,3.693e+09
0.948,3.69312e+09
0.9492,3.693e+09
0.9504,3.69306e+09
0.9516,3.69306e+09
0.9528,3.69313e+09
0.954,3.69306e+09
0.9552,3.69306e+09
0.9564,3.693e+09
0.9576,3.69306e+09
0.9588,3.69312e+09
0.96,3.693e+09
0.9612,3.69312e+09
0.9624,3.693e+09
0.9636,3.69316e+09
0.9648,3.69303e+09
0.966,3.69306e+09
0.9672,3.69306e+09
0.9684,3.69306e+09
0.9696,3.69306e+09
0.9708,3.69306e+09
0.972,3.69303e+09
0.9732,3.69309e+09
0.9744,3.69303e+09
0.9756,3.69309e+09
0.9768,3.69306e+09
0.978,3.69306e+09
0.9792,3.69303e+09
0.9804,3.69309e+09
0.9816,3.69303e+09
0.9828,3.69309e+09
0.984,3.69306e+09
0.9852,3.69303e+09
0.9864,3.69312e+09
0.9876,3.69303e+09
0.9888,3.69309e+09
0.99,3.69306e+09
0.9912,3.69303e+09
0.9924,3.69306e+09
0.9936,3.69306e+09
0.9948,3.69303e+09
0.996,3.69309e+09
0.9972,3.69306e+09
0.9984,3.69306e+09
0.9996,3.69306e+09
1.0008,3.69312e+09
1.002,3.69303e+09
1.0032,3.69303e+09
1.0044,3.69312e+09
1.0056,3.693e+09
1.0068,3.69306e+09
1.008,3.69306e+09
1.0092,3.69309e+09
1.0104,3.69303e+09
1.0116,3.69306e+09
1.0128,3.69312e+09
1.014,3.693e+09
1.0152,3.69312e+09
1.0164,3.693e+09
1.0176,3.69312e+09
1.0188,3.693e+09
1.02,3.69306e+09
1.0212,3.69312e+09
1.0224,3.69301e+09
1.0236,3.69309e+09
1.0248,3.69303e+09
1.026,3.69306e+09
1.0272,3.69309e+09
1.0284,3.69303e+09
1.0296,3.69312e+09
1.0308,3.69303e+09
1.032,3.69309e+09
1.0332,3.69303e+09
1.0344,3.69306e+09
1.0356,3.69303e+09
1.0368,3.69312e+09
1.038,3.693e+09
1.0392,3.69309e+09
1.0404,3.69306e+09
1.0416,3.69303e+09
1.0428,3.69309e+09
1.044,3.69309e+09
1.0452,3.69303e+09
1.0464,3.69309e+09
1.0476,3.69303e+09
1.0488,3.69309e+09
1.05,3.693e+09
1.0512,3.69306e+09
1.0524,3.69306e+09
1.0536,3.69312e+09
1.0548,3.69309e+09
1.056,3.693e+09
1.0572,3.69309e+09
1.0584,3.69303e+09
1.0596,3.69306e+09
1.0608,3.69309e+09
1.062,3.69303e+09
1.0632,3.69309e+09
1.0644,3.69303e+09
1.0656,3.69309e+09
1.0668,3.69306e+09
1.068,3.69306e+09
1.0692,3.69309e+09
1.0704,3.69306e+09
1.0716,3.69303e+09
1.0728,3.69303e+09
1.074,3.69309e+09
1.0752,3.69306e+09
1.0764,3.69306e+09
1.0776,3.69303e+09
1.0788,3.69309e+09
1.08,3.69302e+09
1.0812,3.69309e+09
1.0824,3.69316e+09
1.0836,3.69303e+09
1.0848,3.69297e+09
1.086,3.69315e+09
1.0872,3.693e+09
1.0884,3.69306e+09
1.0896,3.69309e+09
1.0908,3.69309e+09
1.092,3.69303e+09
1.0932,3.69306e+09
1.0944,3.69303e+09
1.0956,3.69306e+09
1.0968,3.69312e+09
1.098,3.69303e+09
1.0992,3.69306e+09
1.1004,3.69306e+09
1.1016,3.69309e+09
1.1028,3.69303e+09
1.104,3.69309e+09
1.1052,3.69303e+09
1.1064,3.69306e+09
1.1076,3.69303e+09
1.1088,3.69309e+09
1.11,3.69303e+09
1.1112,3.69309e+09
1.1124,3.69303e+09
1.1136,3.69312e+09
1.1148,3.69303e+09
1.116,3.69306e+09
1.1172,3.69309e+09
1.1184,3.69306e+09
1.1196,3.69303e+09
1.1208,3.69306e+09
1.122,3.69306e+09
1.1232,3.69309e+09
1.1244,3.693e+09
1.1256,3.69309e+09
1.1268,3.69307e+09
1.128,3.69303e+09
1.1292,3.69309e+09
1.1304,3.69306e+09
1.1316,3.69303e+09
1.1328,3.69309e+09
1.134,3.69306e+09
1.1352,3.69306e+09
1.1364,3.69306e+09
1.1376,3.69303e+09
1.1388,3.69315e+09
1.14,3.69303e+09
1.1412,3.69306e+09
1.1424,3.69306e+09
1.1436,3.69303e+09
1.1448,3.69306e+09
1.146,3.69312e+09
1.1472,3.69307e+09
1.1484,3.69303e+09
1.1496,3.69307e+09
1.1508,3.69306e+09
1.152,3.69303e+09
1.1532,3.69312e+09
1.1544,3.693e+09
1.1556,3.69309e+09
1.1568,3.69306e+09
1.158,3.69309e+09
1.1592,3.69303e+09
1.1604,3.69309e+09
1.1616,3.693e+09
1.1628,3.69322e+09
1.164,3.69291e+09
1.1652,3.69312e+09
1.1664,3.693e+09
1.1676,3.69306e+09
1.1688,3.69306e+09
1.17,3.69312e+09
1.1712,3.693e+09
1.1724,3.69312e+09
1.1736,3.69303e+09
1.1748,3.69306e+09
1.176,3.69312e+09
1.1772,3.693e+09
1.1784,3.69306e+09
1.1796,3.69312e+09
1.1808,3.69306e+09
1.182,3.69303e+09
1.1832,3.69306e+09
1.1844,3.69303e+09
1.1856,3.69312e+09
1.1868,3.69303e+09
1.188,3.69303e+09
1.1892,3.69309e+09
1.1904,3.69306e+09
1.1916,3.69306e+09
1.1928,3.69303e+09
1.194,3.69312e+09
1.1952,3.69306e+09
1.1964,3.69306e+09
1.1976,3.69303e+09
1.1988,3.69306e+09
1.2,3.69303e+09
1.2012,3.69306e+09
1.2024,3.69306e+09
1.2036,3.69313e+09
1.2048,3.69306e+09
1.206,3.69303e+09
1.2072,3.69309e+09
1.2084,3.69303e+09
1.2096,3.69303e+09
1.2108,3.69309e+09
1.212,3.69309e+09
1.2132,3.69306e+09
1.2144,3.69306e+09
1.2156,3.693e+09
1.2168,3.69312e+09
1.218,3.69303e+09
1.2192,3.69306e+09
1.2204,3.69309e+09
1.2216,3.69303e+09
1.2228,3.69306e+09
1.224,3.69312e+09
1.2252,3.693e+09
1.2264,3.69309e+09
1.2276,3.69303e+09
1.2288,3.69309e+09
1.23,3.69306e+09
1.2312,3.69303e+09
1.2324,3.69312e+09
1.2336,3.69306e+09
1.2348,3.69303e+09
1.236,3.69309e+09
1.2372,3.69303e+09
1.2384,3.69309e+09
1.2396,3.69303e+09
1.2408,3.69303e+09
1.242,3.69309e+09
1.2432,3.69303e+09
1.2444,3.69309e+09
1.2456,3.69309e+09
1.2468,3.69297e+09
1.248,3.69315e+09
1.2492,3.69306e+09
1.2504,3.693e+09
1.2516,3.69306e+09
1.2528,3.69306e+09
1.254,3.69309e+09
1.2552,3.69303e+09
1.2564,3.69312e+09
1.2576,3.69303e+09
1.2588,3.69312e+09
1.26,3.69303e+09
1.2612,3.69309e+09
1.2624,3.69303e+09
1.2636,3.69303e+09
1.2648,3.69309e+09
1.266,3.69306e+09
1.2672,3.69303e+09
1.2684,3.69312e+09
1.2696,3.69303e+09
1.2708,3.69306e+09
1.272,3.69303e+09
1.2732,3.69303e+09
1.2744,3.69315e+09
1.2756,3.69303e+09
1.2768,3.69303e+09
1.278,3.69309e+09
1.2792,3.69303e+09
1.2804,3.69309e+09
1.2816,3.69303e+09
1.2828,3.69309e+09
1.284,3.69306e+09
1.2852,3.69309e+09
1.2864,3.69306e+09
1.2876,3.69306e+09
1.2888,3.69303e+09
1.29,3.69306e+09
1.2912,3.69309e+09
1.2924,3.69303e+09
1.2936,3.69306e+09
1.2948,3.69303e+09
1.296,3.69312e+09
1.2972,3.69303e+09
1.2984,3.69312e+09
1.2996,3.693e+09
1.3008,3.69306e+09
1.302,3.69309e+09
1.3032,3.69303e+09
1.3044,3.69306e+09
1.3056,3.69312e+09
1.3068,3.69303e+09
1.308,3.69303e+09
1.3092,3.69312e+09
1.3104,3.693e+09
1.3116,3.69309e+09
1.3128,3.69309e+09
1.314,3.69303e+09
1.3152,3.69306e+09
1.3164,3.69303e+09
1.3176,3.69306e+09
1.3188,3.69306e+09
1.32,3.69306e+09
